mc_samples,accuracy,macro_f1,expected_calibration_error,brier_score,mean_confidence,mean_predictive_entropy
20,0.9669180492709905,0.8783987428499435,0.00963937615317399,0.051631831928307295,0.9572787284851074,0.11078814417123795
