method,mission_assurance_index_mean,mission_assurance_index_ci95,mission_success_rate_mean,mission_success_rate_ci95,packet_delivery_ratio_mean,route_deviation_mean,recovery_time_proxy_sec_mean,energy_consumption_mean
Full RA-MARS,0.7011807880872788,0.004237879266371591,73.60772357723577,0.8690294715447138,0.857520325203252,62.22450808051867,5.6606707317073175,0.016511435469928264
Without AI Detection,0.6558980136970349,0.003743985100210956,73.45528455284553,0.8592479674796749,0.857520325203252,62.22450808051867,60.0,0.016511435469928264
Without Mission Assurance Index,0.6858897725208134,0.004044756961556151,73.47560975609755,0.9045985772357668,0.857520325203252,62.22450808051867,5.6606707317073175,0.016511435469928264
Without Adaptive Continuation,0.6898533075266339,0.0044836071920345,73.51626016260163,0.869156504065046,0.857520325203252,93.33676212077799,5.6606707317073175,0.016511435469928264
Without Digital Twin Action Selection,0.6875328079511797,0.004046879051186447,73.48577235772358,0.8539126016260212,0.857520325203252,62.22450808051867,7.358871951219513,0.016511435469928264
Without Tamper-Resistant Logging,0.5836848531279293,0.002706198563650064,49.66463414634146,1.001397357723576,0.857520325203252,62.22450808051867,5.6606707317073175,0.016511435469928264
Without Navigation Trust Module,0.6872995305452207,0.004414128904728087,73.45528455284553,0.8285060975609753,0.857520325203252,124.44901616103733,5.6606707317073175,0.016511435469928264
