attack,epsilon,clean_f1,adv_f1,f1_drop_pct
FGSM,0.01,0.99862991126761,0.9974572283165608,0.11726829510492198
FGSM,0.05,0.99862991126761,0.9840002414845967,1.4629669783013277
FGSM,0.1,0.99862991126761,0.9453199472620033,5.3309964005606725
FGSM,0.2,0.99862991126761,0.9065600959765225,9.206981529108749
FGSM,0.3,0.99862991126761,0.877176912836657,12.145299843095303
PGD,0.05,0.99862991126761,0.9831342765969656,1.549563467064441
PGD,0.1,0.99862991126761,0.9498253459960824,4.880456527152766
PGD,0.2,0.99862991126761,0.9387019997655539,5.992791150205612
