mc_samples,accuracy,macro_f1,expected_calibration_error,brier_score,mean_confidence,mean_predictive_entropy
20,0.9931506849315068,0.99305421570519,0.046459736276979316,0.01739550416673036,0.9466910362243652,0.23742333054542542
