model,mc_samples_mean,mc_samples_std,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,expected_calibration_error_mean,expected_calibration_error_std,brier_score_mean,brier_score_std,mean_confidence_mean,mean_confidence_std,mean_predictive_entropy_mean,mean_predictive_entropy_std
GraphTemporalTransformer,20.0,0.0,0.9654767890062007,0.007594473313374888,0.8808195012922656,0.012238266064821314,0.0088182523199835,0.002392346532097903,0.05311883845157573,0.012948816479083516,0.9601182738939921,0.005601251293028579,0.09864779313405352,0.011729444875108337
