mc_samples,accuracy,macro_f1,expected_calibration_error,brier_score,mean_confidence,mean_predictive_entropy,seed,model
20,0.9669180492709905,0.8783987428499435,0.0096393761531739,0.0516318319283072,0.9572787284851074,0.1107881441712379,123,GraphTemporalTransformer
20,0.9722473604826546,0.8940872476678389,0.006123475293648,0.0409777207677261,0.9665706157684326,0.0873777344822883,2026,GraphTemporalTransformer
20,0.9572649572649572,0.8699725133590142,0.0106919055131286,0.0667469626586939,0.9565054774284364,0.0977775007486343,42,GraphTemporalTransformer
