epoch,train_loss,val_loss,train_accuracy,train_macro_f1,train_macro_precision,train_macro_recall,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall
1,0.3342942502665073,0.2525435796899973,0.8853048911872441,0.49862590628859327,0.57440144905742,0.5073912025443068,0.8791352438411262,0.5718327638575786,0.6166297953260265,0.646127069704577
2,0.19275077095937945,0.6471713029361359,0.9191122602887308,0.6316506223689793,0.6944175340580706,0.6382531691970534,0.7006535947712418,0.5227609302268781,0.6661967239151521,0.6653959079362495
3,0.17980292422218946,0.23033286678155743,0.9224736048265461,0.6711787595510763,0.7090117664566224,0.6765584012514844,0.890296631473102,0.7038544133259076,0.7547666154254783,0.7584065370865181
4,0.15743848302547492,0.1691134232246678,0.9330316742081448,0.6973777140765662,0.7462221207904792,0.7063892306906538,0.9234791352438412,0.6936194205193393,0.7637039491260205,0.7418165083831815
5,0.15965434851008894,0.14901081943344147,0.9313510019392373,0.7019928652867584,0.7413927091275428,0.7078839546263698,0.9381598793363499,0.6804248748227872,0.7396624241591829,0.6939812400447132
6,0.1500357335290886,0.12681291697311786,0.9366946778711485,0.721816073537547,0.7717729597950552,0.720543406889453,0.947008547008547,0.733526941189979,0.7411048746380293,0.7522260911650142
7,0.14364606587120338,0.11788716875709679,0.9382245205774618,0.7300912901263428,0.7715762575087761,0.7289551122092361,0.9503267973856209,0.7760811133321175,0.8391323220933089,0.7625405045789582
8,0.1424316972417067,0.12503706266332834,0.9372333548804137,0.7279238557938854,0.7614850075264953,0.727350715646576,0.9446958270487682,0.714215616275351,0.8453236903493563,0.7404885138566671
9,0.14258877232115322,0.1393305322785603,0.9391079508726567,0.7387529449707586,0.7739783254146609,0.7357010980320453,0.9409753645047763,0.713176536043485,0.8716184043690591,0.7344909371173962
10,0.14444870778364088,0.12693679112025155,0.9379444085326438,0.7444653025922434,0.7739856192452793,0.7448854670404627,0.9483157365510306,0.7969319720149057,0.8282309172877531,0.7957139711106516
11,0.13375784084152698,0.14276095646568854,0.9427063132945486,0.7499894494547092,0.7957193433062251,0.7467406578870919,0.9382604323780794,0.6682580148484196,0.900880423684576,0.6767148226754257
12,0.14134192353781122,0.15224830602928285,0.939258780435251,0.7514236116692095,0.7849713973482118,0.7464172195732761,0.9377576671694319,0.6950951175375046,0.8868823438850866,0.6873401909878607
13,0.1364259061577556,0.12632559131533133,0.9407455289808231,0.7470617462601044,0.7866628085527042,0.743552413768517,0.9427853192559075,0.7106151217986906,0.8639944182924064,0.7436034077805687
14,0.130606196506402,0.11409233297352937,0.9447101917690153,0.7623440142689748,0.8006770631586277,0.7586016745232025,0.9499245852187028,0.7444492936160234,0.7660647485234978,0.7639408664244781
15,0.13297583740465446,0.13052084647931905,0.9439775910364145,0.762746176756494,0.7996182818900234,0.7585439976877096,0.9445952740070387,0.7029615155143162,0.7730482361200512,0.7230548687188877
16,0.12611981676335582,0.10962890642650647,0.9459814695108812,0.7707583707119153,0.8072013470337646,0.7668505134254502,0.9518350930115635,0.8033793418419977,0.8271088809541225,0.8062609413311388
17,0.12918634510931593,0.10876691339452282,0.9471665589312648,0.7831213788215459,0.8166261076624474,0.7754624629176942,0.9538461538461539,0.7869841337262282,0.8882477752794611,0.7845931134773195
18,0.1189333743157507,0.10188918170571147,0.9510881275587157,0.8007754553776314,0.8336605019520321,0.7895519298580251,0.9541478129713424,0.7847279057774887,0.8706113910239781,0.7880131074306405
19,0.11791285765155639,0.10781546702646862,0.9511527687998276,0.7989880229100275,0.83451702803512,0.7908467760462382,0.9502262443438914,0.7323084588927686,0.7774083750380651,0.748746637995235
20,0.11593197617929471,0.09354635416457496,0.9530058177117,0.8091787456957373,0.8447305645249874,0.7994085942144713,0.9631975867269985,0.8557954873557966,0.8909784578984354,0.8426572844590619
21,0.11632715235481332,0.1056921985938718,0.953953889248007,0.8196673090037812,0.8451892104794312,0.8110212106859371,0.9530417295123177,0.7849249594059144,0.894606013293812,0.8030318332609946
22,0.11155777656391144,0.08851701666911443,0.9555914673561733,0.8236959990127022,0.8539310150962238,0.8132645539145568,0.967219708396179,0.8692042545421157,0.9146648060362107,0.8595524264397936
23,0.10676660833366984,0.10411020309976622,0.9577461753932343,0.8357356579846833,0.8637257991880711,0.8245850870647887,0.9554550025138261,0.8073864075172144,0.9034138946568999,0.8301572399895851
24,0.10806152719319624,0.09266802753303566,0.9581986640810171,0.8354923290575655,0.8687296806232324,0.8233077115516352,0.9614881850175968,0.8371457318840675,0.89430646583459,0.8258071707122698
