mc_samples,accuracy,macro_f1,expected_calibration_error,brier_score,mean_confidence,mean_predictive_entropy
20,0.9722473604826546,0.8940872476678389,0.006123475293648062,0.0409777207677261,0.9665706157684326,0.08737773448228836
