epoch,train_loss,val_loss,train_accuracy,train_macro_f1,train_macro_precision,train_macro_recall,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall
1,0.3774283562631757,0.6507358492050056,0.8713854772678302,0.50843572800866,0.5868779936468609,0.5148269627625469,0.6605329311211664,0.5364810980888796,0.6075956839483049,0.6657579228491065
2,0.22431576802758302,0.24994745963838844,0.9078215901745313,0.6246039977154323,0.6834850048690438,0.633938247675142,0.8828557063851181,0.660623131465893,0.658351684208061,0.7341605050454902
3,0.1835028773018369,0.25320754980639393,0.9262658909717734,0.699827877657003,0.7348955301546369,0.7085412229300239,0.8784313725490196,0.6928773219683076,0.6657984322073751,0.7666776075031508
4,0.17611131630589083,0.321273805026495,0.928937728937729,0.7141706759643878,0.765832928184658,0.7193945552166092,0.8431372549019608,0.5978549719685763,0.7659211183438757,0.7051013158238513
5,0.17445102252212225,0.16317526107759797,0.9289161818573584,0.7270022690462301,0.7723878746907273,0.730427750167612,0.9319255907491202,0.7012182159521592,0.8761297166674851,0.7258017452201311
6,0.15793238961473155,0.2112776933752034,0.9364361129067011,0.7535655908409011,0.8006940113802046,0.7503318292205928,0.9050779286073404,0.7200348432881083,0.81520763626744,0.7738209668064563
7,0.15881365725601626,0.151532623392814,0.936112906701142,0.7543870283777053,0.7986780454413639,0.7517810744797808,0.9404725992961287,0.771061124862151,0.8287936337064936,0.7807085329610479
8,0.15372859835110972,0.13295073933176446,0.9382891618185736,0.7627015542719235,0.8054101118410227,0.756476392650268,0.9459024635495223,0.7765382659469751,0.8483269685166867,0.786505448349051
9,0.15240242902997803,0.13976337448878765,0.9392372333548804,0.7658151360908458,0.813760124014952,0.7626870224100353,0.9397687280040221,0.7459199323999686,0.8676027813655584,0.7635362701185294
10,0.14956910165507997,0.13820947720259502,0.9402930402930403,0.769958373332704,0.8136898863239923,0.7640683961746149,0.942885872297637,0.7292295554521131,0.8321060018282114,0.7554554651238208
11,0.1504247472207111,0.16350088734432583,0.9406808877397113,0.7756650807898874,0.81424547759489,0.7693428847156603,0.938964303670186,0.7435311408156667,0.8655780739164156,0.7252536993438323
12,0.14689107299897722,0.1647140128497744,0.9408748114630467,0.77493420673703,0.8182362084096575,0.7710471360483554,0.9371543489190548,0.7378136194717526,0.8540235538958003,0.7191984262415136
13,0.1421647715763757,0.18780244277643163,0.9439344968756733,0.7882444492260694,0.8294782332902011,0.7827031009594367,0.9213675213675213,0.7717425376850066,0.7902480162628454,0.8100470053916531
14,0.1394716084530014,0.12983362803796597,0.9452919629390217,0.7918760356690119,0.8360244153927767,0.7825488124760936,0.9488185017596782,0.76687837034358,0.903279526541539,0.7731617718215494
15,0.14795331434169942,0.13236429519977566,0.942296918767507,0.7836987732969765,0.8212008018486119,0.7796230324635415,0.9498240321769733,0.8090907467802038,0.8679697076836421,0.8228243686830021
16,0.13673346742419326,0.12022407029578888,0.9460892049127343,0.7971634875387602,0.8331134802984355,0.7887069242257072,0.9518350930115635,0.7788281419856523,0.9086269724474021,0.7854123621326587
17,0.13617277437244296,0.13743663089187855,0.9472527472527472,0.8031453167167097,0.8409098431437791,0.7935758519678133,0.9446958270487682,0.7797649309777583,0.8877271539294759,0.7605848143283479
18,0.1351335678791414,0.27156485396003294,0.9472527472527472,0.8039223209327868,0.8375511443599658,0.79591976374843,0.890095525389643,0.7358816973221672,0.8443938075088875,0.792316905550706
19,0.12644833420254603,0.11602632608124214,0.9506140917905623,0.8170947804136977,0.851746441478676,0.8085010310895193,0.951332327802916,0.7765029607174161,0.9063120006968332,0.7841548768378315
20,0.1388241552909729,0.11737603534101061,0.9467571644042232,0.8077466645056233,0.8444878182601108,0.8000392734930344,0.9523378582202111,0.8059500509286512,0.8865750392858708,0.8008273388750549
21,0.12690231393853335,0.1416963722011802,0.9514544279250161,0.8232635207368131,0.8613000573832719,0.8135159579292127,0.9429864253393665,0.7501115440349762,0.8792751913507904,0.7732806168327298
22,0.1311527065882984,0.1138936954528438,0.9503339797457444,0.8251356701476205,0.860252537816947,0.8161468391419209,0.9545500251382605,0.8457987444457371,0.8654976709834825,0.8463956773967183
23,0.12313718164347287,0.11550332068003501,0.9525317819435466,0.8265890936426863,0.8606384713190305,0.8162532424486177,0.9564605329311212,0.8546787765327732,0.8759443761580259,0.8442097013268617
24,0.12271075060246346,0.1331009396682917,0.952510234863176,0.8292439168667552,0.8620701106270034,0.8178476100194537,0.9499245852187028,0.7778017319338775,0.8889026407433366,0.7855885798215345
25,0.11904334640790615,0.13103656192830365,0.9553759965524672,0.8429009134606376,0.8738714903902218,0.8318810254351224,0.9469079939668175,0.758052297030989,0.897989386699339,0.75767533746615
26,0.11964431798354071,0.10266624133960874,0.9558715794009912,0.8466683472367691,0.8773005550885292,0.8350356649548087,0.9584715937657114,0.8256654394683648,0.9074693873303523,0.8274154177118921
27,0.11943807624468282,0.13468677683833138,0.9550096961861668,0.8417712929018022,0.8706864434140875,0.8305604749992826,0.9491201608848667,0.7632074665879739,0.8914492722198777,0.7704777466610275
28,0.12269383647772701,0.11256024791119745,0.9538892480068951,0.840950307357045,0.8694868891067069,0.830234155036617,0.9557566616390146,0.8233604669138794,0.8977829196980579,0.8201445265401488
29,0.11290211694752944,0.1222170092034364,0.9572290454643396,0.8522289399994201,0.8789467922578584,0.8390760862093714,0.9531422825540473,0.8117718037908546,0.9004973143099886,0.800097598383795
30,0.111367824331064,0.17388314734292187,0.9586942469295411,0.8629201262553061,0.8859189004628452,0.8495730429178168,0.9369532428355958,0.7654173826057534,0.8822978090182239,0.7941258708889058
