mc_samples,accuracy,macro_f1,expected_calibration_error,brier_score,mean_confidence,mean_predictive_entropy
20,0.9572649572649573,0.8699725133590142,0.010691905513128605,0.06674696265869393,0.9565054774284363,0.09777750074863434
